sweep,maker_rebate,tie_rule,tick_size,seed,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread
rebate,0.3,split,,4,0.5211131745703791,0.30095499999999986,0.15742238537941378,0.1,0.8
baseline,0.0,split,,9,0.96786798225193,1.5,0.1538699377587193,0.2,1.0
rebate,0.3,split,,8,0.9187198091122751,0.5995768749999998,0.20484962942769808,0.1,0.8
tick_size,0.0,split,0.3,3,0.949411948240272,1.2576381250000002,0.1556063896851311,0.4,1.3
tick_size,0.0,split,0.3,0,0.9893954854175024,0.999971875,0.15886489780081725,0.4,1.3
tick_size,0.0,split,0.4,9,0.9092105897539265,0.8999925000000001,0.15457871343256438,0.5,1.3
rebate,0.05,split,,2,0.7437792767512943,0.6917612499999998,0.13212624784741622,0.2,1.0
rebate,0.2,split,,19,0.7707912976287726,0.49999875,0.16216158550251308,0.1,1.0
baseline,0.0,split,,16,0.7646658042249344,0.5999999999999998,0.12319437266314899,0.2,1.0
rebate,0.05,split,,0,0.7578834742255758,0.5976493749999997,0.1340964565038196,0.2,1.0
baseline,0.0,split,,1,0.7633429189811456,0.6000012499999997,0.12299466883711804,0.2,1.0
rebate,0.2,split,,14,0.8752510792102843,0.6000037499999997,0.1773591646070796,0.1,1.0
tick_size,0.0,split,0.3,2,0.728880319905075,0.6998987499999997,0.1376338902159009,0.4,1.3
tick_size,0.0,split,0.2,2,0.7919549170076076,0.6999999999999997,0.13712041598886093,0.3,1.1
baseline,0.0,split,,15,0.9267484745474786,0.7999762500000004,0.147662503628175,0.2,1.0
tick_size,0.0,split,0.2,17,0.9476429328929667,0.8999962500000002,0.1548615161943412,0.3,1.1
rebate,0.3,split,,18,0.9193419623163551,0.5999937499999998,0.20492384099582073,0.1,0.8
rebate,0.4,split,,0,0.37519870731794175,0.25000000000000006,0.17671400352866362,0.1,0.8
tick_size,0.0,split,0.2,10,0.8224293176248119,1.1999999999999997,0.14059306217795411,0.3,1.1
tick_size,0.0,split,0.2,7,0.9488346169265734,0.8999887500000001,0.1549973120404971,0.3,1.1
rebate,0.4,split,,4,0.5823115405470402,0.43333687499999995,0.1967017174387199,0.1,0.8
baseline,0.0,split,,4,1.0003307721757477,0.999960625,0.15877054677364627,0.2,1.0
