sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,taker_fee,tie_rule,tick_size,memory,priority_share,allocation_noise,maker_rebates,maker_costs,latency_cost,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude,fee_condition,net_fee,heterogeneity
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.2,split,,1,0.7,12.0,,,0.0,3,50000,0.4078471549220858,0.587943,0.11143042303028904,0.1,1.0,0.0,symmetric_fee_rebate,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.2,split,,1,0.7,12.0,,,0.0,4,50000,0.4883749399406855,0.615786,0.11880475449913895,0.1,1.0,-0.4999999999999999,symmetric_fee_rebate,0.0,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.1,split,,1,0.7,12.0,,,0.0,0,50000,0.3723865316613849,0.6749539999999999,0.0790278934014372,0.2,1.0,0.5,net_fee_10_taker10_rebate00,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.1,split,,1,0.7,12.0,,,0.0,1,50000,0.38089247506229323,0.679488,0.07998694767764389,0.2,1.0,-0.8823529411764705,net_fee_10_taker10_rebate00,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.1,split,,1,0.7,12.0,,,0.0,2,50000,0.35692005716736547,0.6667569999999999,0.07728403175056531,0.2,1.0,-0.3333333333333335,net_fee_10_taker10_rebate00,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.1,split,,1,0.7,12.0,,,0.0,3,50000,0.3372223159889762,0.652606,0.07506309022552185,0.2,1.0,-0.7142857142857143,net_fee_10_taker10_rebate00,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.1,split,,1,0.7,12.0,,,0.0,4,50000,0.37261344280626696,0.674265,0.07905347787732202,0.2,1.0,0.14285714285714282,net_fee_10_taker10_rebate00,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.1,0.2,split,,1,0.7,12.0,,,0.0,0,50000,0.46727212836317034,0.6214029999999999,0.09010255592411896,0.1,1.0,-0.3333333333333335,net_fee_10_taker20_rebate10,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.1,0.2,split,,1,0.7,12.0,,,0.0,1,50000,0.478614917618919,0.635389,0.0913905999118041,0.1,1.0,0.27272727272727276,net_fee_10_taker20_rebate10,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.1,0.2,split,,1,0.7,12.0,,,0.0,2,50000,0.5025999620920399,0.64395,0.09411425029720702,0.1,1.0,-0.09090909090909079,net_fee_10_taker20_rebate10,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.1,0.2,split,,1,0.7,12.0,,,0.0,3,50000,0.4775939288498479,0.6285019999999999,0.09127466031213027,0.1,1.0,-0.09090909090909079,net_fee_10_taker20_rebate10,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.1,0.2,split,,1,0.7,12.0,,,0.0,4,50000,0.480665653530549,0.6316839999999999,0.09162347367871873,0.1,1.0,-0.09090909090909079,net_fee_10_taker20_rebate10,0.1,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.3,split,,1,0.7,12.0,,,0.0,0,50000,0.4417008153751792,0.598112,0.1036315468732676,0.1,1.0,0.11111111111111098,net_fee_10_taker30_rebate20,0.09999999999999998,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.3,split,,1,0.7,12.0,,,0.0,1,50000,0.4279025502093389,0.592383,0.10248821597686254,0.1,1.0,0.0,net_fee_10_taker30_rebate20,0.09999999999999998,
