sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,tie_rule,tick_size,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,2500000,0.04199510988516123,0.38815700000000003,0.02308475757861223,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,8,2500000,0.026599385536585515,0.30249999999999994,0.02212553304766318,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,16,2500000,0.0379998821775661,0.3607135000000001,0.022835836492661042,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,2500000,0.03546762067448309,0.3100030000000001,0.0226780649388491,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,13,2500000,0.029551917331146565,0.380551,0.022309489376162395,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,2500000,0.17732746361820148,0.3749989999999999,0.031516586480759064,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,14,2500000,0.22165799955347487,0.379163,0.0342785830310004,0.2,1.0,
n_makers,4,0.5,0.2,1.0,2e-05,0.125,0.0,split,,9,2500000,0.049873847881097895,0.3250000000000001,0.023575639240787608,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,13,5000000,-0.025172203281308946,0.7287040000000001,0.015119939706829661,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,0,5000000,0.05182582836242367,0.7182736000000001,0.018957805291597282,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,5,5000000,-0.015251891995784458,0.6590547999999999,0.015614404571192142,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,1,5000000,0.0019023522232821761,0.7153887999999999,0.016469435305298104,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,10,5000000,-0.0011539913140440178,0.6399975999999998,0.016317095882760594,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,6,5000000,-0.052688108011587,0.6549992,0.013748445636868271,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,18,5000000,-0.0034868422105838247,0.7160304,0.016200817999039482,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,14,5000000,-0.023079704984672537,0.6271472,0.015224237531428654,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,12,5000000,0.00787649753109926,0.6253972000000001,0.01676720871827779,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,3,5000000,-1.3921310181005267e-16,0.672,0.01637461506155963,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,7,5000000,-0.01162488214349561,0.6507435999999999,0.01579518810540143,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,9,5000000,-0.0022859516189812604,0.7004676,0.016260674810625365,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,11,5000000,0.027572592451573428,0.6995584,0.017748934656407755,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,4,5000000,0.0009966167790834135,0.7019808000000001,0.016424290113713488,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,16,5000000,0.017245412385226706,0.716,0.017234189952962387,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,8,5000000,0.012195843729142989,0.6280907999999998,0.01698250084676843,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,2,5000000,0.016362839629105053,0.6986551999999999,0.017190199275090967,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,17,5000000,-0.05407143743435368,0.6536,0.01367949540176879,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,15,5000000,0.0661246064017285,0.6477624000000002,0.019670509070769095,0.2,1.0,
n_makers,5,0.5,0.2,1.0,2e-05,0.125,0.0,split,,19,5000000,-0.014739740971255395,0.6999936,0.01563993206519794,0.2,1.0,
